	status	message	query	IP	country	countryCode	region	regionName	city	zip	lat	lon	timezone	isp	org	as
1477	success		37.15.24.103	37.15.24.103	Spain	ES	CT	Catalonia	Balaguer	25600	41.9069	1.0614	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1478	success		81.60.173.144	81.60.173.144	Spain	ES	CT	Catalonia	Barcelona	08025	41.387	2.1701	Europe/Madrid	Vodafone ONO		AS6739 VODAFONE ONO, S.A.
1479	success		62.117.197.230	62.117.197.230	Spain	ES	MD	Madrid	Madrid	28012	40.4163	-3.6934	Europe/Madrid	Ono	ONO_HFC	AS12430 VODAFONE ESPANA S.A.U.
1480	success		95.172.74.37	95.172.74.37	United Kingdom	GB	ENG	England	London	EC2V	51.5164	-0.093	Europe/London	HBK EUROPE MANAGEMENT LLP	INAP LON hbk	AS44617 HBK EUROPE MANAGEMENT LLP
1481	success		80.59.58.36	80.59.58.36	Spain	ES	MD	Madrid	Madrid	28050	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1482	success		80.102.216.130	80.102.216.130	Spain	ES	MD	Madrid	Tres Cantos	28760	40.6036	-3.7041	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1483	success		88.0.8.11	88.0.8.11	Spain	ES	CM	Castille-La Mancha	Toledo	45005	39.8566	-4.0177	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1484	success		88.8.49.22	88.8.49.22	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1485	success		88.19.25.90	88.19.25.90	Spain	ES	VC	Valencia	Callosa de Segura	03360	38.1267	-0.8829	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1486	success		88.31.131.220	88.31.131.220	Spain	ES	CT	Catalonia	Reus	43202	41.1607	1.1082	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
1487	success		109.208.120.233	109.208.120.233	France	FR	PAC	Provence-Alpes-Côte d'Azur	Marseille	13000	43.2951	5.3861	Europe/Paris	Orange		AS3215 Orange S.A.
1488	success		77.226.72.99	77.226.72.99	Spain	ES	MD	Madrid	Madrid	28021	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U	Comunitel Global	AS12430 VODAFONE ESPANA S.A.U.
1489	success		216.107.155.114	216.107.155.114	United States	US	IL	Illinois	Chicago	60185	41.8879	-88.1995	America/Chicago	Nexeon Technologies, Inc	SBA Edge	AS20278 Nexeon Technologies, Inc.
1490	success		80.73.153.149	80.73.153.149	Spain	ES	MC	Murcia	Murcia	30139	38.0326	-1.0196	Europe/Madrid	REDCTNET	Servicio de Gestion Informatica. Consejeria de Educacion y Universidades	AS34511 Fundacion Integra
1491	success		81.38.227.45	81.38.227.45	Spain	ES	AN	Andalusia	Benalmádena	29639	36.6016	-4.5423	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1492	success		199.30.20.208	199.30.20.208	United States	US	VA	Virginia	Boydton	23917	36.677696	-78.37471	America/New_York	Microsoft Corporation	Microsoft Azure Cloud (eastus2)	AS8075 Microsoft Corporation
1493	success		95.18.221.154	95.18.221.154	Spain	ES	MD	Madrid	Leganés	28915	40.3307	-3.7582	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1494	success		88.10.91.185	88.10.91.185	Spain	ES	NC	Navarre	Pamplona	31014	42.8087	-1.6628	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1495	success		62.174.51.86	62.174.51.86	Spain	ES	MD	Madrid	Madrid	28039	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	ONO, MADRID - BASAURI, , Spain	AS12430 VODAFONE ESPANA S.A.U.
1496	success		199.30.25.75	199.30.25.75	United States	US	WA	Washington	Quincy	98848	47.233	-119.852	America/Los_Angeles	Microsoft Corporation	Microsoft Azure Cloud (westus2)	AS8075 Microsoft Corporation
1497	success		107.21.14.116	107.21.14.116	United States	US	VA	Virginia	Ashburn	20149	39.0438	-77.4874	America/New_York	Amazon.com, Inc.	AWS EC2 (us-east-1)	AS14618 Amazon.com, Inc.
1498	success		80.26.232.117	80.26.232.117	Spain	ES	CM	Castille-La Mancha	Guadalajara	19005	40.6283	-3.1578	Europe/Madrid	TDENET (Red de servicios IP)		AS3352 TELEFONICA DE ESPANA
1499	success		81.203.65.27	81.203.65.27	Spain	ES	VC	Valencia	Valencia	46022	39.4923	-0.4046	Europe/Madrid	Vodafone ONO		AS6739 VODAFONE ONO, S.A.
1500	success		77.27.141.43	77.27.141.43	Spain	ES	GA	Galicia	Santiago de Compostela	15705	42.8769	-8.5471	Europe/Madrid	R Cable y Telecomunicaciones Galicia S.A	R Cable y Telecomunicaciones Galicia S.A.	AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.
1501	success		95.62.63.204	95.62.63.204	Spain	ES	GA	Galicia	A Coruña	15001	43.3675	-8.3969	Europe/Madrid	Comunitel Global	Comunitel Global S.A.	AS12430 VODAFONE ESPANA S.A.U.
1502	success		212.8.64.74	212.8.64.74	Spain	ES	CB	Cantabria	Castro Urdiales	39700	43.3798	-3.2101	Europe/Madrid	Euskaltel S.A.		AS12338 Euskaltel S.A.
1503	success		84.123.156.106	84.123.156.106	Spain	ES	AS	Principality of Asturias	Oviedo	33011	43.3615	-5.8499	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
1504	success		85.136.44.127	85.136.44.127	Spain	ES	AN	Andalusia	Granada	18013	37.1918	-3.6095	Europe/Madrid	Ono	ONO_HFC	AS6739 VODAFONE ONO, S.A.
1505	success		123.125.71.19	123.125.71.19	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
1506	success		84.120.65.48	84.120.65.48	Spain	ES	VC	Valencia	Valencia	46014	39.4923	-0.4046	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
1507	success		79.153.22.78	79.153.22.78	Spain	ES	CT	Catalonia	Barcelona	08012	41.387	2.1701	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
1508	success		109.107.105.181	109.107.105.181	Spain	ES	AN	Andalusia	Puente-Genil	14500	37.3877	-4.77875	Europe/Madrid	IK CONECTA	IK Conecta S.L.	AS200845 AVATEL TELECOM, SA
1509	success		92.58.33.198	92.58.33.198	Spain	ES	MD	Madrid	Madrid	28039	40.4163	-3.6934	Europe/Madrid	UNI2		AS12479 Orange Espagne SA
1510	success		85.58.25.130	85.58.25.130	Spain	ES	MD	Madrid	Fuenlabrada	28942	40.2785	-3.7865	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1511	success		80.102.11.79	80.102.11.79	Spain	ES	MD	Madrid	Madrid	28009	40.4163	-3.6934	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1512	success		88.26.69.3	88.26.69.3	Spain	ES	AN	Andalusia	Conil de la Frontera	11140	36.2715	-6.0862	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1513	success		79.108.219.65	79.108.219.65	Spain	ES	VC	Valencia	Vinaros	12500	40.4693	0.479	Europe/Madrid	Ono	Rangos Cablemodems	AS6739 VODAFONE ONO, S.A.
1514	success		95.19.46.169	95.19.46.169	Spain	ES	RI	La Rioja	Nájera	26300	42.4164	-2.7329	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1515	success		95.122.67.43	95.122.67.43	Spain	ES	CT	Catalonia	Montbrio del Camp	43340	41.1181	0.991	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1516	success		85.60.237.93	85.60.237.93	Spain	ES	GA	Galicia	Vilagarcia de Arousa	36600	42.5978	-8.7696	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1517	success		187.115.178.180	187.115.178.180	Brazil	BR	PB	Paraíba	João Pessoa		-7.114	-34.8605	America/Fortaleza	TELEFÔNICA BRASIL S.A	Global Village Telecom	AS18881 TELEFÔNICA BRASIL S.A
1518	success		177.207.250.20	177.207.250.20	Brazil	BR	PB	Paraíba	João Pessoa		-7.114	-34.8605	America/Fortaleza	TELEFÔNICA BRASIL S.A	Global Village Telecom	AS18881 TELEFÔNICA BRASIL S.A
1519	success		193.37.153.37	193.37.153.37	Portugal	PT	18	Viseu	Viseu	3500-001	40.6568	-7.94006	Europe/Lisbon	Visabeira Digital SA	Visabeira Digital - Sistemas de Informacao e Multimedia SA	AS41345 Visabeira Digital - Sistemas de Informacao e Multimedia SA
1520	success		85.136.51.22	85.136.51.22	Spain	ES	AN	Andalusia	Granada	18015	37.1918	-3.6095	Europe/Madrid	Ono	ONO_HFC	AS6739 VODAFONE ONO, S.A.
1521	success		81.45.52.209	81.45.52.209	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1522	success		201.195.216.186	201.195.216.186	Costa Rica	CR	SJ	Provincia de San Jose	San José	40502	9.95135	-84.1125	America/Costa_Rica	Instituto Costarricense de Electricidad y Telecom.	NORTE	AS11830 Instituto Costarricense de Electricidad y Telecom.
1523	success		37.11.226.68	37.11.226.68	Spain	ES	CL	Castille and León	Ponferrada	24400	42.5487	-6.5935	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1524	success		2.139.171.253	2.139.171.253	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
1525	success		88.7.67.92	88.7.67.92	Spain	ES	AN	Andalusia	Torremolinos	29620	36.6183	-4.4963	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1526	success		77.224.177.15	77.224.177.15	Spain	ES	CT	Catalonia	Barcelona	08032	41.387	2.1701	Europe/Madrid	IPCOM	Comunitel Global S.A.	AS12430 VODAFONE ESPANA S.A.U.
1527	success		79.108.184.134	79.108.184.134	Spain	ES	VC	Valencia	Benimamet	46035	39.5002	-0.4151	Europe/Madrid	Ono	Rangos Cablemodems	AS6739 VODAFONE ONO, S.A.
1528	success		46.25.98.198	46.25.98.198	Spain	ES	CT	Catalonia	Manresa	08241	41.7304	1.8255	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U.	AS12430 VODAFONE ESPANA S.A.U.
1529	success		195.76.181.177	195.76.181.177	Spain	ES	IB	Balearic Islands	Palma	07001	39.5661	2.6487	Europe/Madrid	TDENET (Red de servicios IP)	IB SALUT	AS3352 TELEFONICA DE ESPANA
1530	success		80.103.202.184	80.103.202.184	Spain	ES	AN	Andalusia	Castilleja de la Cuesta	41950	37.382	-6.0524	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1531	success		95.16.149.164	95.16.149.164	Spain	ES	AR	Aragon	Zaragoza	50018	41.6405	-0.8814	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1532	success		79.108.24.25	79.108.24.25	Spain	ES	AN	Andalusia	Cadiz	11011	36.521	-6.2735	Europe/Madrid	Ono	Rangos Cablemodems	AS6739 VODAFONE ONO, S.A.
1533	success		31.4.180.111	31.4.180.111	Spain	ES	MD	Madrid	Madrid	28029	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
1534	success		157.55.34.168	157.55.34.168	Canada	CA	ON	Ontario	Toronto	M5A	43.6532	-79.3832	America/Toronto	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
1535	success		79.157.249.69	79.157.249.69	Spain	ES	CT	Catalonia	Lleida	25001	41.6133	0.6269	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
1536	success		83.165.225.211	83.165.225.211	Spain	ES	GA	Galicia	A Rua	32350	42.4023	-7.1166	Europe/Madrid	R Cable y Telecomunicaciones Galicia S.A.	Grupo Gallego de Cable	AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.
1537	success		62.116.59.9	62.116.59.9	Austria	AT	5	Salzburg	Salzburg	5020	47.8008	13.0443	Europe/Vienna	A1 Telekom Austria AG	EUNET	AS1901 A1 Telekom Austria AG
1538	success		185.27.136.38	185.27.136.38	Spain	ES	AN	Andalusia	Osuna	41640	37.2409	-5.1139	Europe/Madrid	Nostranet Telecomunicacions	Costumer Services	AS60675 Nostranet Telecomunicacions, S.L.
1539	success		62.43.141.251	62.43.141.251	Spain	ES	VC	Valencia	Port de Sagunt	46520	39.6642	-0.2186	Europe/Madrid	Ono	ONO_HFC	AS6739 VODAFONE ONO, S.A.
1540	success		79.109.153.131	79.109.153.131	Spain	ES	VC	Valencia	Burjassot	46100	39.5134	-0.4151	Europe/Madrid	Ono	Rangos Cablemodems	AS6739 VODAFONE ONO, S.A.
1541	success		85.50.75.24	85.50.75.24	Spain	ES	MD	Madrid	Pozuelo de Alarcón	28223	40.4195	-3.8014	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1542	success		89.129.12.218	89.129.12.218	Spain	ES	PV	Basque Country	Vitoria-Gasteiz	01002	42.8561	-2.6946	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
1543	success		89.130.26.21	89.130.26.21	Spain	ES	GA	Galicia	Noia	15200	42.7854	-8.8927	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
1544	success		190.14.188.226	190.14.188.226	Argentina	AR	U	Chubut	Comodoro Rivadavia	9000	-45.6083	-67.75	America/Argentina/Catamarca	Telefonía Pública y Privada S.A.	Telefonía Pública y Privada S.A	AS52232 Telefonía Pública y Privada S.A.
1545	success		220.181.108.76	220.181.108.76	China	CN	BJ	Beijing	Beijing		39.9042	116.407	Asia/Shanghai	IDC, China Telecommunications Corporation		AS23724 IDC, China Telecommunications Corporation
1546	success		81.45.53.186	81.45.53.186	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1547	success		77.224.220.229	77.224.220.229	Spain	ES	CL	Castille and León	Valladolid	47007	41.6547	-4.7344	Europe/Madrid	Comunitel Global	Comunitel Global S.A.	AS12430 VODAFONE ESPANA S.A.U.
1548	success		83.58.147.133	83.58.147.133	Spain	ES	CN	Canary Islands	San Cristóbal de La Laguna	38379	28.4853	-16.3201	Atlantic/Canary	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1549	success		173.252.103.4	173.252.103.4	Canada	CA	ON	Ontario	Toronto	M5A	43.6532	-79.3832	America/Toronto	Facebook, Inc.	Facebook, Inc.	AS32934 Facebook, Inc.
1550	success		157.55.32.163	157.55.32.163	Canada	CA	ON	Ontario	Toronto	M5A	43.6532	-79.3832	America/Toronto	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
1551	success		188.85.143.18	188.85.143.18	Spain	ES	RI	La Rioja	Lardero	26140	42.4303	-2.4601	Europe/Madrid	Vodafone Espana S.A.U.	Unioneuropeennederadiotelevisionsucursal	AS12430 VODAFONE ESPANA S.A.U.
1552	success		88.8.0.25	88.8.0.25	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1553	success		213.143.51.43	213.143.51.43	Spain	ES	CL	Castille and León	Salamanca	37006	40.9701	-5.6634	Europe/Madrid	Internet GPRS Plus Services	France Telecom España SA	AS12479 Orange Espagne SA
1554	success		157.55.32.99	157.55.32.99	United States	US	WA	Washington	Quincy-moses Lake	98848	47.2342	-119.8525	America/Los_Angeles	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
1555	success		86.217.4.14	86.217.4.14	France	FR	PDL	Pays de la Loire	Mayenne	53100	48.3015	-0.6181	Europe/Paris	Orange		AS3215 Orange S.A.
1556	success		123.125.71.85	123.125.71.85	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
1557	success		85.60.14.66	85.60.14.66	Spain	ES	VC	Valencia	Elda	03600	38.4786	-0.7902	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1558	success		88.8.238.79	88.8.238.79	Spain	ES	CN	Canary Islands	Santa Cruz de La Palma	38700	28.6812	-17.7609	Atlantic/Canary	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1559	success		88.23.18.254	88.23.18.254	Spain	ES	VC	Valencia	Elche	03202	38.2659	-0.6998	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1560	success		54.224.122.135	54.224.122.135	United States	US	VA	Virginia	Ashburn	20149	39.0438	-77.4874	America/New_York	Amazon.com, Inc.	AWS EC2 (us-east-1)	AS14618 Amazon.com, Inc.
1561	success		81.45.52.91	81.45.52.91	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1562	success		186.148.91.66	186.148.91.66	Dominican Republic	DO	32	Provincia de Santo Domingo	Santo Domingo Este	11606	18.4722	-69.9167	America/Santo_Domingo	COLUMBUS NETWORKS DOMINICANA, S.A.	ROS & Asociados	AS52471 COLUMBUS NETWORKS DOMINICANA, S.A.
1563	success		213.88.17.115	213.88.17.115	Russia	RU	TVE	Tver Oblast	Tver	170042	56.8651	35.8938	Europe/Moscow	Net By Net Holding LLC (Cheboksary)	Net By Net Holding LLC	AS12714 Net By Net Holding LLC
1564	success		90.8.27.111	90.8.27.111	France	FR	20R	Corsica	Ajaccio	20000	41.9199	8.7424	Europe/Paris	France Telecom		AS3215 Orange S.A.
1565	success		81.45.53.254	81.45.53.254	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1566	success		83.32.167.230	83.32.167.230	Spain	ES	MD	Madrid	Madrid	28028	40.4163	-3.6934	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1567	success		81.45.52.43	81.45.52.43	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1568	success		87.221.83.151	87.221.83.151	Spain	ES	MD	Madrid	Madrid	28015	40.4163	-3.6934	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1569	success		85.59.181.208	85.59.181.208	Spain	ES	MD	Madrid	Pozuelo de Alarcón	28223	40.4195	-3.8014	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
1570	success		80.30.97.59	80.30.97.59	Spain	ES	AN	Andalusia	Cadiz	11008	36.521	-6.2735	Europe/Madrid	TDENET (Red de servicios IP)		AS3352 TELEFONICA DE ESPANA
1571	success		95.23.181.125	95.23.181.125	Spain	ES	VC	Valencia	L'Eliana	46183	39.5683	-0.5286	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
1572	success		85.251.70.176	85.251.70.176	Spain	ES	CT	Catalonia	Ripollet	08291	41.4913	2.1565	Europe/Madrid	Ono	ONO_HFC	AS6739 VODAFONE ONO, S.A.
1573	success		46.229.167.149	46.229.167.149	United States	US	VA	Virginia	Ashburn	20147	39.018	-77.539	America/New_York	DataWeb Global Group B.V.	Advanced Hosters B.V.	AS39572 DataWeb Global Group B.V.
1574	success		220.181.108.83	220.181.108.83	China	CN	BJ	Beijing	Beijing		39.9042	116.407	Asia/Shanghai	IDC, China Telecommunications Corporation		AS23724 IDC, China Telecommunications Corporation
1575	success		208.115.111.71	208.115.111.71	United States	US	WA	Washington	Bellevue	98006	47.5579	-122.1633	America/Los_Angeles	Wowrack.com	dotnetdotcom.org	AS23033 Wowrack.com
1576	success		41.98.4.88	41.98.4.88	Algeria	DZ	31	Oran	Oran	31000	35.6987	-0.634932	Africa/Algiers	Algerie Telecom		AS36947 Telecom Algeria
1577	success		83.46.5.16	83.46.5.16	Spain	ES	CL	Castille and León	Simancas	47130	41.588	-4.8254	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1578	success		65.52.104.230	65.52.104.230	United States	US	IL	Illinois	Chicago	60602	41.8819	-87.6278	America/Chicago	Microsoft Corporation	Microsoft Azure Cloud (northcentralus)	AS8075 Microsoft Corporation
1579	success		88.151.17.100	88.151.17.100	Spain	ES	AS	Principality of Asturias	Gijón	33207	43.5381	-5.6604	Europe/Madrid	Ruta anunciar por Telefonica		AS39353 Gobierno del Principado de Asturias
1580	success		90.174.3.116	90.174.3.116	Spain	ES	MD	Madrid	Madrid	28019	40.4163	-3.6934	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
1581	success		90.162.146.224	90.162.146.224	Spain	ES	CN	Canary Islands	La Orotava	38300	28.3909	-16.5216	Atlantic/Canary	Uni2		AS12479 Orange Espagne SA
1582	success		78.240.16.223	78.240.16.223	France	FR	ARA	Auvergne-Rhone-Alpes	Brison-Saint-Innocent	73100	45.7207	5.88927	Europe/Paris	ProXad network / Free	Free	AS12322 Free SAS
1583	success		189.203.17.26	189.203.17.26	Mexico	MX	CMX	Mexico City	Mexico City	14140	19.3059	-99.2107	America/Mexico_City	Total Play Telecomunicaciones SA De CV	Total Play Telecomunicaciones SA De CV	AS17072 TOTAL PLAY TELECOMUNICACIONES SA DE CV
1584	success		81.45.182.71	81.45.182.71	Spain	ES	MD	Madrid	Madrid	28050	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1585	success		83.50.63.86	83.50.63.86	Spain	ES	CT	Catalonia	Barcelona	08035	41.387	2.1701	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1586	success		62.174.52.30	62.174.52.30	Spain	ES	MD	Madrid	Madrid	28016	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	ONO, MADRID - BASAURI, , Spain	AS12430 VODAFONE ESPANA S.A.U.
1587	success		157.55.235.58	157.55.235.58	Ireland	IE	L	Leinster	Dublin		53.3498	-6.2603	Europe/Dublin	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
1588	success		83.230.226.4	83.230.226.4	Spain	ES	MD	Madrid	Madrid	28013	40.4204	-3.70175	Europe/Madrid	RIMA	Telefonica De Espana	
1589	success		213.97.35.39	213.97.35.39	Spain	ES	CT	Catalonia	Barcelona	08006	41.387	2.1701	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1590	success		83.45.250.187	83.45.250.187	Spain	ES	CM	Castille-La Mancha	Alcazar de San Juan	13600	39.3848	-3.2038	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1591	success		177.179.246.92	177.179.246.92	Brazil	BR	RJ	Rio de Janeiro	Pinheiral	27197	-22.5365	-44.0083	America/Sao_Paulo	Telemar Norte Leste S.A.	Telemar Norte Leste S.A	AS7738 Telemar Norte Leste S.A.
1592	success		88.18.171.82	88.18.171.82	Spain	ES	VC	Valencia	Valencia	46023	39.4923	-0.4046	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1593	success		77.27.84.107	77.27.84.107	Spain	ES	GA	Galicia	Sada	15160	43.3543	-8.2513	Europe/Madrid	R Cable y Telecomunicaciones Galicia S.A.	R Cable y Telecomunicaciones Galicia S.A.	AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.
1594	success		65.55.219.155	65.55.219.155	United States	US	VA	Virginia	Boydton	23917	36.677696	-78.37471	America/New_York	Microsoft Corporation	Microsoft Azure Cloud (eastus2)	AS8075 Microsoft Corporation
1595	success		84.122.134.198	84.122.134.198	Spain	ES	AN	Andalusia	Cadiz	11008	36.521	-6.2735	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
1596	success		199.30.25.196	199.30.25.196	United States	US	WA	Washington	Quincy	98848	47.233	-119.852	America/Los_Angeles	Microsoft Corporation	Microsoft Azure Cloud (westus2)	AS8075 Microsoft Corporation
1597	success		109.235.22.27	109.235.22.27	Spain	ES	VC	Valencia	Denia	03700	38.8445	0.1115	Europe/Madrid	Free Technologies Excom SL	EXCOM	AS34471 Free Technologies Excom S.L.
1598	success		220.181.108.111	220.181.108.111	China	CN	BJ	Beijing	Beijing		39.9042	116.407	Asia/Shanghai	IDC, China Telecommunications Corporation		AS23724 IDC, China Telecommunications Corporation
1599	success		123.125.71.57	123.125.71.57	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
1600	success		90.163.227.49	90.163.227.49	Spain	ES	MD	Madrid	Madrid	28004	40.4163	-3.6934	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
1601	success		195.53.109.63	195.53.109.63	Spain	ES	MD	Madrid	Madrid	28036	40.4163	-3.6934	Europe/Madrid	RIMA	Laboratorios Lucas Nicolas S.L.	AS3352 TELEFONICA DE ESPANA
1602	success		92.99.26.82	92.99.26.82	United Arab Emirates	AE	AZ	Abu Dhabi	Abu Dhabi		24.4638	54.363	Asia/Dubai	Emirates Telecommunications Corporation	Etisalat	AS5384 Emirates Telecommunications Corporation
1603	success		80.31.201.139	80.31.201.139	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	TDENET (Red de servicios IP)		AS3352 TELEFONICA DE ESPANA
1604	success		62.174.54.137	62.174.54.137	Spain	ES	MD	Madrid	Madrid	28016	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	ONO, MADRID - BASAURI, , Spain	AS12430 VODAFONE ESPANA S.A.U.
1605	success		88.30.208.101	88.30.208.101	Spain	ES	MD	Madrid	Madrid	28013	40.4204	-3.70175	Europe/Madrid	Telefonica De Espana	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1606	success		83.36.139.37	83.36.139.37	Spain	ES	CB	Cantabria	Santander	39007	43.4611	-3.8021	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
1607	success		190.189.30.214	190.189.30.214	Argentina	AR	X	Cordoba	Villa Allende	5105	-31.3011	-64.2997	America/Argentina/Cordoba	Telecom Argentina S.A.	Telecom Argentina S.A	AS7303 Telecom Argentina S.A.
